
车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,严选车,¥6.64,新车指导价17.20万(含税),2014-06,4.58万公里,国四,1.8,0次过户,2020-6,2019-6,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/19856711c1af6b9fx.htm
MINI 2014款 1.2T ONE+,降价急售,¥14.60,新车指导价24.40万(含税),2015-11,2.48万公里,国四,1.2,2次过户,2019-11,2019-11,已过期,1.2T 102马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/cd/1bc7ed5d3edeeb91x.htm
菲亚特 菲翔 2012款 1.4T 自动劲享版,0过户,¥5.00,新车指导价15.10万(含税),2014-09,7.03万公里,国五,1.4,0次过户,2020-9,2019-9,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/su/f3b1df852b3b2d98x.htm
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,降价急售,¥5.00,新车指导价13.90万(含税),2013-12,5.81万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/88cc1a5c9b01d5cdx.htm
大众POLO 2016款 1.4L 手动风尚型,0过户,¥5.20,新车指导价8.20万(含税),2016-01,3.82万公里,国五,1.4,0次过户,2020-1,2020-1,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/wh/5fe8361c36e279b7x.htm
大众 速腾 2015款 1.6L 自动舒适型,0过户,¥9.00,新车指导价16.40万(含税),2016-08,4.87万公里,国五,1.6,0次过户,2020-8,2019-8,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/su/0e3059ea3011906fx.htm
荣威550 2014款 550S 1.8L 自动智选版,降价急售,¥5.50,新车指导价14.10万(含税),2015-06,3.84万公里,国五,1.8,0次过户,2019-6,2019-6,已过期,1.8L 133马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nb/dffc63efdf6f7d1ax.htm
哈弗H6 2011款 2.0L 手动两驱精英型,严选车,¥3.16,新车指导价11.50万(含税),2011-11,7.32万公里,国四,2.0,2次过户,2019-11,2019-11,已过期,2.0L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/0815e68cce9ffbc1x.htm
斯巴鲁 傲虎 2013款 2.5i 运动版,严选车,11.57,原价12.75万,2013-07,9.01万公里,国四,2.5,0次过户,2019-7,2019-7,2019-7,2.5L 173马力 H4,6档无级变速箱(CVT),https://www.guazi.com/gz/9216ac8dfcadd3c5x.htm
宝骏730 2016款 1.8L 手动豪华型 7座,严选车,4.75,原价5万,2015-11,7.99万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/a1de620e65c233dax.htm
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,降价急售,¥5.21,新车指导价12.80万(含税),2014-09,5.94万公里,国五,1.6,1次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/yantai/a23459bd7822b087x.htm
本田 歌诗图 2014款 2.4L 豪华导航版,0过户,¥14.56,新车指导价28.90万(含税),2014-08,6.76万公里,国四,2.4,0次过户,2021-8,2019-8,2019-8,2.4L 197马力 L4,5档自动变速箱(AT),https://www.guazi.com/qd/7109aeb11970385ex.htm
宝骏560 2016款 1.8L 手动豪华型,降价急售,¥5.50,新车指导价9.10万(含税),2016-11,4.2万公里,国五,1.8,0次过户,2020-11,2019-11,已过期,1.8L 137马力 L4,6档手动变速箱(MT),https://www.guazi.com/huaian/f686cd694f9d3267x.htm
长安CX20 2014款 1.4L 手动天窗导航版 国IV,降价急售,¥3.05,新车指导价6.50万(含税),2014-11,4.31万公里,国四,1.4,0次过户,2020-11,2019-10,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/sjz/828818bf0381eca3x.htm
别克 昂科拉 2013款 1.4T 自动四驱旗舰型,降价急售,¥6.43,新车指导价21.40万(含税),2013-10,8.46万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/67aee695ec317d5dx.htm
长安 逸动 2014款 1.6L 手动豪华型,降价急售,¥3.35,新车指导价8.70万(含税),2014-05,7.17万公里,国四,1.6,0次过户,2020-5,2019-5,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/59dfbae42bb0c81fx.htm
长安 逸动 2012款 1.6L 手动豪华型 国IV,降价急售,¥3.10,新车指导价8.70万(含税),2013-01,8.54万公里,国四,1.6,1次过户,2020-1,2020-2,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/qd/403e75a3b93b5e26x.htm
大众 高尔夫 2016款 230TSI 自动舒适型,降价急售,¥11.00,新车指导价16.80万(含税),2017-01,2.15万公里,国五,1.4,0次过户,2021-1,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/su/23f709f1b430a6ffx.htm
现代 朗动 2015款 1.6L 自动领先型,0过户,¥7.20,新车指导价13.90万(含税),2015-11,6.38万公里,国四,1.6,0次过户,2019-11,2019-12,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nmg/4dc8875166f36c94x.htm
江淮 瑞风S3 2014款 1.5L CVT豪华智能型,降价急售,¥4.10,新车指导价9.20万(含税),2015-08,5.2万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/km/fd1768276dcbc84dx.htm
吉利 博越 2016款 1.8TD 手动智慧型,降价急售,¥7.50,新车指导价14.10万(含税),2016-09,2.98万公里,国五,1.8,0次过户,2020-9,2019-8,已过期,1.8T 163马力 L4,6档手动变速箱(MT),https://www.guazi.com/hz/9730ee56a14e53dcx.htm
雪铁龙 爱丽舍 2015款 质尚版 1.6L 手动时尚型,降价急售,¥3.99,新车指导价9.10万(含税),2015-03,4.91万公里,国五,1.6,2次过户,2021-3,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/ebe919c3a8aea01cx.htm
传祺GS5 2012款 2.0L 手动两驱舒适版,0过户,¥4.50,新车指导价13.40万(含税),2013-01,9.64万公里,国四,2.0,0次过户,2021-1,2020-4,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/f8766affd005e83bx.htm
大众 高尔夫 2012款 1.6 自动舒适型,严选车,6.57,原价6.79万,2013-11,6.18万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7034a841869a1ebcx.htm
陆风X7 2015款 2.0T 全景尊贵版,降价急售,¥7.00,新车指导价15.20万(含税),2016-11,5.02万公里,国五,2.0,0次过户,2020-11,2019-11,已过期,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/daf141127026fc84x.htm
现代ix25 2015款 1.6L 自动两驱智能型GLS,严选车,7.97,原价8.27万,2016-08,2.28万公里,国五,1.6,0次过户,2020-8,2019-6,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/877baefb3e401ecdx.htm
大众 途安 2015款 1.4T 手动风尚版5座,0过户,¥7.00,新车指导价15.20万(含税),2016-02,9.3万公里,国五,1.4,0次过户,2020-2,2020-4,已过期,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/yangzhou/e7735abd0b49592bx.htm
众泰T600 2015款 1.5T 手动尊贵型,降价急售,¥4.40,新车指导价10.70万(含税),2015-05,2.35万公里,国四,1.5,0次过户,2019-5,2019-5,已过期,1.5T 162马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/2f114da9eb9d522ex.htm
福特 福睿斯 2015款 1.5L 手动舒适型,降价急售,¥5.00,新车指导价10.50万(含税),2016-01,3.61万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/xinxiang/0c0b47eead3a42c7x.htm
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,0过户,¥8.44,新车指导价14.80万(含税),2016-06,4.75万公里,国五,1.5,0次过户,2022-3,2020-5,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/3fc75acb7f2c5db3x.htm
雪佛兰 科鲁兹 2009款 1.6L SE MT,0过户,¥3.55,新车指导价13.00万(含税),2011-08,6.28万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/945a052ead61055ax.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版,降价急售,¥4.00,新车指导价8.50万(含税),2016-05,5.22万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/70f2475bafb04692x.htm
大众 速腾 2012款 1.6L 自动舒适型,0过户,¥8.00,新车指导价16.40万(含税),2014-01,4.83万公里,国四,1.6,0次过户,2020-1,2020-2,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a92511d4e9ccacd8x.htm
宝马X3 2016款 sDrive20i(进口),降价急售,¥32.92,新车指导价45.70万(含税),2017-10,1.71万公里,国五,2.0,0次过户,2019-10,2019-9,2019-9,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/linyi/fc88a0a10e08f517x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,4.92,原价5.25万,2014-09,7.4万公里,国四,1.5,1次过户,2020-9,2020-1,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/foshan/a3a759ae656ef797x.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型,严选车,8.77,原价9.82万,2017-08,3.41万公里,国五,1.5,2次过户,2019-8,2019-7,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/b9aae43d54ce904dx.htm
奥迪Q3 2017款 35 TFSI 时尚型,降价急售,¥20.84,新车指导价30.30万(含税),2018-01,2.82万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/5e09c2a70559767ex.htm
斯柯达Yeti 2014款 1.4TSI DSG极地版,降价急售,¥8.65,新车指导价21.80万(含税),2015-11,5.21万公里,国四,1.4,0次过户,2019-11,2019-10,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jinhua/0876c5ec36309907x.htm
福特 翼虎 2013款 2.0L GTDi 四驱运动型,降价急售,¥10.30,新车指导价28.50万(含税),2014-01,10.83万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a122580e2c2618d7x.htm
大众 途观 2010款 1.8TSI 手动两驱都会版,严选车,6.45,原价6.98万,2011-06,7.33万公里,国四,1.8,2次过户,2019-6,2019-8,已过期,1.8T 160马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/c60c8eb27350bd5cx.htm
传祺GS4 2017款 235T 自动两驱豪华智联版,降价急售,¥10.50,新车指导价15.60万(含税),2017-08,3.59万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jstaizhou/fbed0579cf1efdfcx.htm
别克 英朗 2013款 GT 1.6L 手动进取版,0过户,¥5.40,新车指导价14.90万(含税),2013-11,7.89万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/deyang/2543baf0d13f5b38x.htm
丰田 普拉多 2016款 2.7L 自动标准版,降价急售,¥38.55,新车指导价42.30万(含税),2016-01,3.16万公里,国五,2.7,0次过户,2020-1,2019-12,已过期,2.7L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jilin/d296190a1f30a5b8x.htm
MG6 2014款 掀背 1.8L 自动驾值版,降价急售,¥4.55,新车指导价14.10万(含税),2013-12,8.62万公里,国四,1.8,0次过户,2019-12,2020-2,已过期,1.8L 133马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/7a0241ee6e56852ex.htm
吉利 帝豪 2016款 三厢 1.5L 手动豪华型,严选车,¥3.97,新车指导价8.10万(含税),2016-09,6.67万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/d0151050c8382f34x.htm
Smart smart fortwo 2012款 1.0 MHD 硬顶标准版,0过户,¥6.00,新车指导价12.50万(含税),2014-09,2.87万公里,国四,1.0,0次过户,2020-9,2019-9,已过期,1.0L 70马力 L3,5档机械式自动变速箱(AMT),https://www.guazi.com/cd/a609363778f81928x.htm
大众 捷达 2015款 质惠版 1.6L 手动时尚型,降价急售,¥4.65,新车指导价9.30万(含税),2015-09,10.13万公里,国五,1.6,0次过户,2019-9,2019-9,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sjz/5c62e36d311c4711x.htm
现代 全新胜达 2013款 2.4L 自动两驱智能型,降价急售,¥12.30,新车指导价27.10万(含税),2015-01,4.79万公里,国四,2.4,2次过户,2021-1,2020-4,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/weifang/92a5d6cb4da76158x.htm
菲亚特 菲翔 2012款 1.4T 自动悦享版,降价急售,¥5.05,新车指导价13.30万(含税),2014-10,5.63万公里,国五,1.4,0次过户,2020-10,2019-10,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/b4a726dd3c2ef2ebx.htm
哈弗H6 2011款 2.0L 手动两驱精英型,0过户,¥3.80,新车指导价11.50万(含税),2012-06,6.38万公里,国四,2.0,0次过户,2019-6,2019-6,2019-6,2.0L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/eb2aba965a25926fx.htm
本田 雅阁 2016款 2.4L 舒适版,0过户,¥17.10,新车指导价23.00万(含税),2017-08,3.76万公里,国五,2.4,0次过户,2019-8,2019-6,2019-6,2.4L 186马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/eb8e4a5ecce43dc3x.htm
别克 君威 2014款 2.0L 领先时尚型,严选车,8.19,原价9.33万,2015-01,3.62万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/d5e6692582f67da6x.htm
大众POLO 2014款 1.4L 手动风尚版,0过户,¥3.80,新车指导价8.20万(含税),2014-10,7.13万公里,国四,1.4,0次过户,2020-10,2019-10,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/b88ec0c12f8797dex.htm
日产 奇骏 2014款 2.0L CVT舒适版 2WD,降价急售,¥14.32,新车指导价21.40万(含税),2016-03,4.91万公里,国五,2.0,0次过户,2020-3,2020-3,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/sh/7ed752dab7812368x.htm
日产 逍客 2010款 20X雷 CVT 2WD,降价急售,¥5.42,新车指导价20.50万(含税),2010-12,10.13万公里,国四,2.0,2次过户,2019-12,2020-1,已过期,2.0L 139马力 L4,6档无级变速箱(CVT),https://www.guazi.com/nmg/b70ad143fb43bff5x.htm
大众 朗逸 2013款 1.6L 自动豪华版,降价急售,¥6.60,新车指导价15.90万(含税),2013-03,12.94万公里,国四,1.6,1次过户,2020-3,2019-10,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/anshan/146a660c1fba301ex.htm
启辰T70X 2015款 2.0L CVT睿享运动版,降价急售,¥7.30,新车指导价14.50万(含税),2016-06,2.86万公里,国五,2.0,0次过户,2020-6,2019-5,已过期,2.0L 144马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/d774f684d7d500cex.htm
荣威360 2016款 1.5L 自动智屏版,严选车,4.93,原价5.29万,2017-05,4.99万公里,国五,1.5,1次过户,2019-5,2019-5,已过期,1.5L 109马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/zhongshan/824d517b15ce98d7x.htm
起亚K3 2013款 1.6L 自动GL,降价急售,¥6.00,新车指导价12.20万(含税),2014-12,6.28万公里,国四,1.6,0次过户,2020-12,2019-11,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/dc25af522d9a7a88x.htm
日产 逍客 2011款 2.0XL 火 CVT 2WD,降价急售,¥6.98,新车指导价17.90万(含税),2012-01,7.31万公里,国四,2.0,1次过户,2020-1,2020-1,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/jn/52cdb78135a609d0x.htm
宝马1系 2016款 118i 领先型(进口),严选车,14.28,原价15.21万,2017-06,2.67万公里,国五,1.5,0次过户,2019-6,2019-6,已过期,1.5T 136马力 L3,8档手自一体变速箱(AT),https://www.guazi.com/gz/2ea095c6f761341cx.htm
传祺GS4 2015款 200T G-DCT豪华版,降价急售,¥6.62,新车指导价14.80万(含税),2015-11,7.62万公里,国五,1.3,1次过户,2019-11,2020-4,已过期,1.3T 137马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/c3541a2005c87bb5x.htm
宝骏560 2015款 1.8L 手动精英型,,¥4.00,新车指导价9.10万(含税),2015-12,3.81万公里,国五,1.8,4次过户,2019-12,2019-11,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/bbff521973f48bfbx.htm
本田CR-V 2012款 2.0L 两驱都市版,降价急售,¥11.46,新车指导价21.00万(含税),2013-01,7.59万公里,国四,2.0,0次过户,2020-1,2020-1,2020-1,2.0L 155马力 L4,5档自动变速箱(AT),https://www.guazi.com/qd/8010109aff77d552x.htm
丰田 雷凌 2017款 改款 185T CVT精英版 国VI,严选车,¥10.27,新车指导价13.50万(含税),2019-02,0.31万公里,国六,1.2,0次过户,2021-2,2020-2,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/huizhou/75957c319ae936e2x.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,降价急售,¥5.30,新车指导价10.80万(含税),2015-10,7.32万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/86ff0b3a488e1b3ex.htm
本田 雅阁 2018款 260TURBO 旗舰版,降价急售,¥20.50,新车指导价24.90万(含税),2019-01,0.11万公里,国五,1.5,0次过户,2021-1,2020-1,2020-1,1.5T 194马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/ba25ba87fb032defx.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,0过户,¥5.22,新车指导价14.20万(含税),2014-05,9.09万公里,国四,1.6,0次过户,2020-5,2019-5,2019-5,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/0ea0aed33e62dad6x.htm
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,0过户,¥8.00,新车指导价15.00万(含税),2014-11,6.87万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gy/ec06dc9084e38fa9x.htm
日产 阳光 2011款 1.5XL CVT豪华版,降价急售,¥4.20,新车指导价11.20万(含税),2011-08,2.69万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 112马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/luoyang/db6fc3bc83e5c92ex.htm
大众 高尔夫 2011款 1.4TSI 舒适旅行版(进口),降价急售,¥8.00,新车指导价26.00万(含税),2013-05,9.36万公里,国四,1.4,0次过户,2019-5,2019-5,已过期,1.4 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/0d33955e9fdc3ca6x.htm
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,0过户,¥9.37,新车指导价17.00万(含税),2015-11,3.61万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/327a2de303f73646x.htm
本田CR-V 2010款 2.4L 自动四驱豪华版,0过户,¥9.00,新车指导价26.00万(含税),2011-12,16万公里,国四,2.4,0次过户,2019-12,2019-11,2019-11,2.4L 170马力 L4,5档自动变速箱(AT),https://www.guazi.com/cq/71fe2dd62795dd80x.htm
本田CR-V 2012款 2.4L 四驱豪华版,0过户,¥13.00,新车指导价26.00万(含税),2013-01,9.47万公里,国四,2.4,0次过户,2020-1,2020-1,已过期,2.4L 190马力 L4,5档自动变速箱(AT),https://www.guazi.com/hrb/7015ae209acc1af4x.htm
纳智捷 优6 SUV 2015款 1.8T 时尚型,降价急售,¥6.36,新车指导价16.30万(含税),2016-08,2.58万公里,国五,1.8,0次过户,2020-8,2019-7,2019-7,1.8T 180马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/85af3661d501ac0ex.htm
日产 天籁 2016款 改款 2.0L XL舒适版,,¥15.63,新车指导价20.30万(含税),2018-01,3.42万公里,国五,2.0,1次过户,2020-1,2020-1,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/baoding/7b09afd4bcd14d31x.htm
宝骏560 2015款 1.8L 手动精英型,降价急售,¥5.20,新车指导价9.10万(含税),2015-09,4.09万公里,国四,1.8,0次过户,2019-9,2019-9,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/f230df29069923d8x.htm
起亚K2 2015款 三厢 1.4L MT GLS,严选车,¥4.00,新车指导价8.50万(含税),2016-05,2.91万公里,国五,1.4,0次过户,2020-5,2020-5,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/c461eb716b29da1dx.htm
斯柯达 明锐 2012款 1.4TSI DSG逸俊版,降价急售,¥5.06,新车指导价17.50万(含税),2012-04,8.26万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/0fd7fc55d52ffb1dx.htm
